uri,datetime
www.foxnews.com,2016-11-01T01:03:55
www.foxnews.com,2016-11-01T02:03:41
www.foxnews.com,2016-11-01T03:04:57
www.foxnews.com,2016-11-01T04:03:52
www.foxnews.com,2016-11-01T05:04:21
www.foxnews.com,2016-11-01T07:04:50
www.foxnews.com,2016-11-01T08:14:57
www.foxnews.com,2016-11-01T08:16:14
www.foxnews.com,2016-11-01T09:04:39
www.foxnews.com,2016-11-01T10:04:18
www.foxnews.com,2016-11-01T10:14:14
www.foxnews.com,2016-11-01T10:14:14
www.foxnews.com,2016-11-01T10:14:15
www.foxnews.com,2016-11-01T10:14:15
www.foxnews.com,2016-11-01T11:04:17
www.foxnews.com,2016-11-01T12:05:38
www.foxnews.com,2016-11-01T13:03:58
www.foxnews.com,2016-11-01T15:04:53
www.foxnews.com,2016-11-01T16:04:26
www.foxnews.com,2016-11-01T16:36:27
www.foxnews.com,2016-11-01T17:04:23
www.foxnews.com,2016-11-01T17:48:06
www.foxnews.com,2016-11-01T17:48:12
www.foxnews.com,2016-11-01T18:04:26
www.foxnews.com,2016-11-01T19:03:59
www.foxnews.com,2016-11-01T20:04:37
www.foxnews.com,2016-11-01T21:04:18
www.foxnews.com,2016-11-01T22:04:18
www.foxnews.com,2016-11-02T00:03:46
www.foxnews.com,2016-11-02T00:31:21
www.foxnews.com,2016-11-02T01:04:25
www.foxnews.com,2016-11-02T02:04:02
www.foxnews.com,2016-11-02T03:04:06
www.foxnews.com,2016-11-02T04:04:25
www.foxnews.com,2016-11-02T05:04:10
www.foxnews.com,2016-11-02T06:03:53
www.foxnews.com,2016-11-02T07:04:01
www.foxnews.com,2016-11-02T08:04:15
www.foxnews.com,2016-11-02T08:04:27
www.foxnews.com,2016-11-02T08:04:32
www.foxnews.com,2016-11-02T09:04:30
www.foxnews.com,2016-11-02T10:04:26
www.foxnews.com,2016-11-02T11:04:29
www.foxnews.com,2016-11-02T12:04:36
www.foxnews.com,2016-11-02T12:22:15
www.foxnews.com,2016-11-02T13:04:38
www.foxnews.com,2016-11-02T14:04:22
www.foxnews.com,2016-11-02T15:03:53
www.foxnews.com,2016-11-02T16:05:10
www.foxnews.com,2016-11-02T17:04:15
www.foxnews.com,2016-11-02T17:05:03
www.foxnews.com,2016-11-02T18:01:18
www.foxnews.com,2016-11-02T18:01:21
www.foxnews.com,2016-11-02T18:03:58
www.foxnews.com,2016-11-02T19:03:47
www.foxnews.com,2016-11-02T20:04:28
www.foxnews.com,2016-11-02T21:04:53
www.foxnews.com,2016-11-02T22:04:07
www.foxnews.com,2016-11-02T23:03:57
www.foxnews.com,2016-11-03T00:04:04
www.foxnews.com,2016-11-03T01:04:19
www.foxnews.com,2016-11-03T03:03:47
www.foxnews.com,2016-11-03T04:04:11
www.foxnews.com,2016-11-03T04:37:49
www.foxnews.com,2016-11-03T05:04:38
www.foxnews.com,2016-11-03T06:04:28
www.foxnews.com,2016-11-03T06:31:23
www.foxnews.com,2016-11-03T07:04:35
www.foxnews.com,2016-11-03T09:04:33
www.foxnews.com,2016-11-03T10:03:45
www.foxnews.com,2016-11-03T11:04:18
www.foxnews.com,2016-11-03T12:04:17
www.foxnews.com,2016-11-03T12:28:08
www.foxnews.com,2016-11-03T13:04:07
www.foxnews.com,2016-11-03T14:04:18
www.foxnews.com,2016-11-03T14:49:28
www.foxnews.com,2016-11-03T14:49:37
www.foxnews.com,2016-11-03T15:05:05
www.foxnews.com,2016-11-03T16:04:16
www.foxnews.com,2016-11-03T17:04:20
www.foxnews.com,2016-11-03T17:49:51
www.foxnews.com,2016-11-03T17:50:04
www.foxnews.com,2016-11-03T18:03:53
www.foxnews.com,2016-11-03T18:16:48
www.foxnews.com,2016-11-03T19:04:17
www.foxnews.com,2016-11-03T20:05:44
www.foxnews.com,2016-11-03T21:04:14
www.foxnews.com,2016-11-03T22:04:40
www.foxnews.com,2016-11-03T23:04:31
www.foxnews.com,2016-11-04T01:05:23
www.foxnews.com,2016-11-04T02:05:18
www.foxnews.com,2016-11-04T03:05:35
www.foxnews.com,2016-11-04T04:05:46
www.foxnews.com,2016-11-04T05:04:51
www.foxnews.com,2016-11-04T06:04:15
www.foxnews.com,2016-11-04T07:05:16
www.foxnews.com,2016-11-04T08:04:50
www.foxnews.com,2016-11-04T10:04:28
www.foxnews.com,2016-11-04T11:04:45
www.foxnews.com,2016-11-04T12:04:26
www.foxnews.com,2016-11-04T13:04:56
www.foxnews.com,2016-11-04T14:03:56
www.foxnews.com,2016-11-04T15:04:47
www.foxnews.com,2016-11-04T16:04:49
www.foxnews.com,2016-11-04T17:05:23
www.foxnews.com,2016-11-04T17:47:37
www.foxnews.com,2016-11-04T17:47:40
www.foxnews.com,2016-11-04T18:04:53
www.foxnews.com,2016-11-04T19:05:10
www.foxnews.com,2016-11-04T20:04:05
www.foxnews.com,2016-11-04T21:03:57
www.foxnews.com,2016-11-04T22:04:23
www.foxnews.com,2016-11-04T22:32:06
www.foxnews.com,2016-11-05T01:05:06
www.foxnews.com,2016-11-05T02:04:12
www.foxnews.com,2016-11-05T03:05:51
www.foxnews.com,2016-11-05T04:06:14
www.foxnews.com,2016-11-05T05:04:10
www.foxnews.com,2016-11-05T05:42:42
www.foxnews.com,2016-11-05T06:04:55
www.foxnews.com,2016-11-05T07:06:13
www.foxnews.com,2016-11-05T08:05:06
www.foxnews.com,2016-11-05T10:05:07
www.foxnews.com,2016-11-05T10:55:15
www.foxnews.com,2016-11-05T11:03:52
www.foxnews.com,2016-11-05T13:05:33
www.foxnews.com,2016-11-05T14:05:04
www.foxnews.com,2016-11-05T15:04:38
www.foxnews.com,2016-11-05T17:04:39
www.foxnews.com,2016-11-05T17:46:23
www.foxnews.com,2016-11-05T17:46:25
www.foxnews.com,2016-11-05T18:04:06
www.foxnews.com,2016-11-05T19:04:19
www.foxnews.com,2016-11-05T20:04:36
www.foxnews.com,2016-11-05T21:03:49
www.foxnews.com,2016-11-05T21:08:42
www.foxnews.com,2016-11-05T21:08:42
www.foxnews.com,2016-11-05T22:04:34
www.foxnews.com,2016-11-05T23:06:08
www.foxnews.com,2016-11-06T00:04:17
www.foxnews.com,2016-11-06T01:04:48
www.foxnews.com,2016-11-06T02:04:50
www.foxnews.com,2016-11-06T03:05:56
www.foxnews.com,2016-11-06T04:04:28
www.foxnews.com,2016-11-06T05:04:49
www.foxnews.com,2016-11-06T06:04:12
www.foxnews.com,2016-11-06T07:04:54
www.foxnews.com,2016-11-06T08:04:05
www.foxnews.com,2016-11-06T09:04:33
www.foxnews.com,2016-11-06T10:04:40
www.foxnews.com,2016-11-06T11:04:53
www.foxnews.com,2016-11-06T12:04:40
www.foxnews.com,2016-11-06T13:04:30
www.foxnews.com,2016-11-06T14:04:31
www.foxnews.com,2016-11-06T15:04:20
www.foxnews.com,2016-11-06T16:04:41
www.foxnews.com,2016-11-06T17:04:36
www.foxnews.com,2016-11-06T17:47:37
www.foxnews.com,2016-11-06T17:47:42
www.foxnews.com,2016-11-06T18:04:44
www.foxnews.com,2016-11-06T18:46:28
www.foxnews.com,2016-11-06T19:04:12
www.foxnews.com,2016-11-06T20:03:59
www.foxnews.com,2016-11-06T21:04:01
www.foxnews.com,2016-11-06T22:04:24
www.foxnews.com,2016-11-06T23:04:04
www.foxnews.com,2016-11-07T00:03:56
www.foxnews.com,2016-11-07T01:04:03
www.foxnews.com,2016-11-07T02:04:18
www.foxnews.com,2016-11-07T02:14:46
www.foxnews.com,2016-11-07T03:04:39
www.foxnews.com,2016-11-07T04:04:23
www.foxnews.com,2016-11-07T05:04:47
www.foxnews.com,2016-11-07T06:04:57
www.foxnews.com,2016-11-07T07:04:12
www.foxnews.com,2016-11-07T08:04:41
www.foxnews.com,2016-11-07T09:04:33
www.foxnews.com,2016-11-07T10:04:01
www.foxnews.com,2016-11-07T11:04:41
www.foxnews.com,2016-11-07T12:04:12
www.foxnews.com,2016-11-07T13:04:22
www.foxnews.com,2016-11-07T14:04:25
www.foxnews.com,2016-11-07T14:35:28
www.foxnews.com,2016-11-07T14:37:11
www.foxnews.com,2016-11-07T15:05:01
www.foxnews.com,2016-11-07T16:04:41
www.foxnews.com,2016-11-07T16:31:10
www.foxnews.com,2016-11-07T17:04:25
www.foxnews.com,2016-11-07T17:46:24
www.foxnews.com,2016-11-07T17:46:25
www.foxnews.com,2016-11-07T18:04:31
www.foxnews.com,2016-11-07T19:00:24
www.foxnews.com,2016-11-07T19:05:23
www.foxnews.com,2016-11-07T20:05:01
www.foxnews.com,2016-11-07T21:04:59
www.foxnews.com,2016-11-07T21:58:39
www.foxnews.com,2016-11-07T21:58:40
www.foxnews.com,2016-11-07T22:04:30
www.foxnews.com,2016-11-07T22:12:46
www.foxnews.com,2016-11-07T22:39:38
www.foxnews.com,2016-11-07T23:05:17
www.foxnews.com,2016-11-07T23:07:27
www.foxnews.com,2016-11-07T23:24:12
www.foxnews.com,2016-11-07T23:33:14
www.foxnews.com,2016-11-08T00:00:40
www.foxnews.com,2016-11-08T00:12:06
www.foxnews.com,2016-11-08T00:13:54
www.foxnews.com,2016-11-08T00:36:57
www.foxnews.com,2016-11-08T00:36:58
www.foxnews.com,2016-11-08T01:00:41
www.foxnews.com,2016-11-08T01:04:34
www.foxnews.com,2016-11-08T01:17:49
www.foxnews.com,2016-11-08T01:34:55
www.foxnews.com,2016-11-08T02:00:38
www.foxnews.com,2016-11-08T02:04:58
www.foxnews.com,2016-11-08T02:08:18
www.foxnews.com,2016-11-08T03:00:43
www.foxnews.com,2016-11-08T03:19:01
www.foxnews.com,2016-11-08T03:26:32
www.foxnews.com,2016-11-08T03:26:43
www.foxnews.com,2016-11-08T03:38:02
www.foxnews.com,2016-11-08T03:38:46
www.foxnews.com,2016-11-08T04:02:15
www.foxnews.com,2016-11-08T04:05:36
www.foxnews.com,2016-11-08T05:25:09
www.foxnews.com,2016-11-08T05:53:51
www.foxnews.com,2016-11-08T06:00:40
www.foxnews.com,2016-11-08T06:05:27
www.foxnews.com,2016-11-08T06:42:20
www.foxnews.com,2016-11-08T06:42:21
www.foxnews.com,2016-11-08T06:52:40
www.foxnews.com,2016-11-08T06:52:41
www.foxnews.com,2016-11-08T07:00:40
www.foxnews.com,2016-11-08T07:04:56
www.foxnews.com,2016-11-08T08:00:42
www.foxnews.com,2016-11-08T08:03:30
www.foxnews.com,2016-11-08T08:03:33
www.foxnews.com,2016-11-08T08:05:17
www.foxnews.com,2016-11-08T09:00:41
www.foxnews.com,2016-11-08T09:04:17
www.foxnews.com,2016-11-08T10:00:47
www.foxnews.com,2016-11-08T10:04:13
www.foxnews.com,2016-11-08T11:00:44
www.foxnews.com,2016-11-08T11:04:22
www.foxnews.com,2016-11-08T11:05:19
www.foxnews.com,2016-11-08T11:25:22
www.foxnews.com,2016-11-08T11:29:34
www.foxnews.com,2016-11-08T12:00:42
www.foxnews.com,2016-11-08T12:03:58
www.foxnews.com,2016-11-08T12:57:41
www.foxnews.com,2016-11-08T13:00:46
www.foxnews.com,2016-11-08T13:04:25
www.foxnews.com,2016-11-08T13:09:10
www.foxnews.com,2016-11-08T13:17:45
www.foxnews.com,2016-11-08T13:34:05
www.foxnews.com,2016-11-08T13:49:51
www.foxnews.com,2016-11-08T14:00:41
www.foxnews.com,2016-11-08T14:02:57
www.foxnews.com,2016-11-08T14:04:50
www.foxnews.com,2016-11-08T14:20:30
www.foxnews.com,2016-11-08T14:36:29
www.foxnews.com,2016-11-08T14:50:28
www.foxnews.com,2016-11-08T15:00:44
www.foxnews.com,2016-11-08T15:05:47
www.foxnews.com,2016-11-08T15:08:11
www.foxnews.com,2016-11-08T15:23:09
www.foxnews.com,2016-11-08T15:40:56
www.foxnews.com,2016-11-08T15:56:14
www.foxnews.com,2016-11-08T16:00:45
www.foxnews.com,2016-11-08T16:05:39
www.foxnews.com,2016-11-08T16:22:34
www.foxnews.com,2016-11-08T16:24:41
www.foxnews.com,2016-11-08T16:24:43
www.foxnews.com,2016-11-08T16:28:01
www.foxnews.com,2016-11-08T16:28:02
www.foxnews.com,2016-11-08T16:35:28
www.foxnews.com,2016-11-08T16:56:00
www.foxnews.com,2016-11-08T17:00:43
www.foxnews.com,2016-11-08T17:05:41
www.foxnews.com,2016-11-08T17:09:41
www.foxnews.com,2016-11-08T17:28:12
www.foxnews.com,2016-11-08T17:45:57
www.foxnews.com,2016-11-08T17:45:59
www.foxnews.com,2016-11-08T17:48:53
www.foxnews.com,2016-11-08T18:00:47
www.foxnews.com,2016-11-08T18:01:23
www.foxnews.com,2016-11-08T18:06:22
www.foxnews.com,2016-11-08T18:15:58
www.foxnews.com,2016-11-08T18:37:59
www.foxnews.com,2016-11-08T18:53:30
www.foxnews.com,2016-11-08T19:00:42
www.foxnews.com,2016-11-08T19:05:35
www.foxnews.com,2016-11-08T19:09:01
www.foxnews.com,2016-11-08T19:23:55
www.foxnews.com,2016-11-08T19:23:56
www.foxnews.com,2016-11-08T19:23:56
www.foxnews.com,2016-11-08T19:25:35
www.foxnews.com,2016-11-08T19:29:17
www.foxnews.com,2016-11-08T19:42:49
www.foxnews.com,2016-11-08T19:51:10
www.foxnews.com,2016-11-08T19:56:51
www.foxnews.com,2016-11-08T20:00:55
www.foxnews.com,2016-11-08T20:05:07
www.foxnews.com,2016-11-08T20:17:36
www.foxnews.com,2016-11-08T20:20:54
www.foxnews.com,2016-11-08T20:27:18
www.foxnews.com,2016-11-08T20:27:20
www.foxnews.com,2016-11-08T20:37:18
www.foxnews.com,2016-11-08T20:52:06
www.foxnews.com,2016-11-08T20:52:33
www.foxnews.com,2016-11-08T21:00:44
www.foxnews.com,2016-11-08T21:04:18
www.foxnews.com,2016-11-08T21:06:59
www.foxnews.com,2016-11-08T21:28:06
www.foxnews.com,2016-11-08T21:33:51
www.foxnews.com,2016-11-08T21:33:52
www.foxnews.com,2016-11-08T21:33:52
www.foxnews.com,2016-11-08T21:42:36
www.foxnews.com,2016-11-08T21:54:43
www.foxnews.com,2016-11-08T22:00:39
www.foxnews.com,2016-11-08T22:04:36
www.foxnews.com,2016-11-08T22:05:46
www.foxnews.com,2016-11-08T22:12:51
www.foxnews.com,2016-11-08T22:28:51
www.foxnews.com,2016-11-08T22:28:52
www.foxnews.com,2016-11-08T22:31:00
www.foxnews.com,2016-11-08T22:34:09
www.foxnews.com,2016-11-08T22:49:48
www.foxnews.com,2016-11-08T23:00:41
www.foxnews.com,2016-11-08T23:01:15
www.foxnews.com,2016-11-08T23:04:26
www.foxnews.com,2016-11-08T23:19:01
www.foxnews.com,2016-11-08T23:25:15
www.foxnews.com,2016-11-08T23:32:49
www.foxnews.com,2016-11-08T23:33:22
www.foxnews.com,2016-11-08T23:47:47
www.foxnews.com,2016-11-08T23:48:30
www.foxnews.com,2016-11-08T23:48:31
www.foxnews.com,2016-11-08T23:55:09
www.foxnews.com,2016-11-09T00:00:42
www.foxnews.com,2016-11-09T00:03:41
www.foxnews.com,2016-11-09T00:04:37
www.foxnews.com,2016-11-09T00:22:53
www.foxnews.com,2016-11-09T00:25:07
www.foxnews.com,2016-11-09T00:38:38
www.foxnews.com,2016-11-09T00:47:30
www.foxnews.com,2016-11-09T00:53:32
www.foxnews.com,2016-11-09T01:00:43
www.foxnews.com,2016-11-09T01:04:29
www.foxnews.com,2016-11-09T01:07:33
www.foxnews.com,2016-11-09T01:08:05
www.foxnews.com,2016-11-09T01:08:20
www.foxnews.com,2016-11-09T01:10:42
www.foxnews.com,2016-11-09T01:24:22
www.foxnews.com,2016-11-09T01:41:46
www.foxnews.com,2016-11-09T02:00:43
www.foxnews.com,2016-11-09T02:00:59
www.foxnews.com,2016-11-09T02:04:42
www.foxnews.com,2016-11-09T02:06:44
www.foxnews.com,2016-11-09T02:16:50
www.foxnews.com,2016-11-09T02:28:05
www.foxnews.com,2016-11-09T02:45:53
www.foxnews.com,2016-11-09T03:00:39
www.foxnews.com,2016-11-09T03:04:21
www.foxnews.com,2016-11-09T03:04:34
www.foxnews.com,2016-11-09T03:15:53
www.foxnews.com,2016-11-09T03:15:53
www.foxnews.com,2016-11-09T03:21:10
www.foxnews.com,2016-11-09T03:36:16
www.foxnews.com,2016-11-09T03:38:52
www.foxnews.com,2016-11-09T03:48:22
www.foxnews.com,2016-11-09T04:00:42
www.foxnews.com,2016-11-09T04:02:24
www.foxnews.com,2016-11-09T04:04:16
www.foxnews.com,2016-11-09T04:04:41
www.foxnews.com,2016-11-09T04:22:15
www.foxnews.com,2016-11-09T04:39:03
www.foxnews.com,2016-11-09T04:56:30
www.foxnews.com,2016-11-09T05:00:46
www.foxnews.com,2016-11-09T05:05:02
www.foxnews.com,2016-11-09T05:07:54
www.foxnews.com,2016-11-09T05:10:45
www.foxnews.com,2016-11-09T05:29:13
www.foxnews.com,2016-11-09T05:37:17
www.foxnews.com,2016-11-09T05:40:14
www.foxnews.com,2016-11-09T06:00:13
www.foxnews.com,2016-11-09T06:00:42
www.foxnews.com,2016-11-09T06:04:17
www.foxnews.com,2016-11-09T06:04:36
www.foxnews.com,2016-11-09T06:16:06
www.foxnews.com,2016-11-09T06:25:35
www.foxnews.com,2016-11-09T06:25:36
www.foxnews.com,2016-11-09T06:28:26
www.foxnews.com,2016-11-09T06:38:06
www.foxnews.com,2016-11-09T06:48:13
www.foxnews.com,2016-11-09T07:00:39
www.foxnews.com,2016-11-09T07:02:35
www.foxnews.com,2016-11-09T07:04:00
www.foxnews.com,2016-11-09T07:17:18
www.foxnews.com,2016-11-09T07:18:06
www.foxnews.com,2016-11-09T07:33:05
www.foxnews.com,2016-11-09T07:44:02
www.foxnews.com,2016-11-09T07:48:23
www.foxnews.com,2016-11-09T07:49:10
www.foxnews.com,2016-11-09T07:49:37
www.foxnews.com,2016-11-09T08:00:40
www.foxnews.com,2016-11-09T08:05:21
www.foxnews.com,2016-11-09T08:07:28
www.foxnews.com,2016-11-09T08:22:05
www.foxnews.com,2016-11-09T08:31:42
www.foxnews.com,2016-11-09T08:37:56
www.foxnews.com,2016-11-09T08:38:39
www.foxnews.com,2016-11-09T08:53:16
www.foxnews.com,2016-11-09T09:00:41
www.foxnews.com,2016-11-09T09:04:01
www.foxnews.com,2016-11-09T09:09:56
www.foxnews.com,2016-11-09T09:25:16
www.foxnews.com,2016-11-09T09:42:11
www.foxnews.com,2016-11-09T09:53:50
www.foxnews.com,2016-11-09T10:00:40
www.foxnews.com,2016-11-09T10:03:58
www.foxnews.com,2016-11-09T10:04:50
www.foxnews.com,2016-11-09T10:14:54
www.foxnews.com,2016-11-09T10:30:04
www.foxnews.com,2016-11-09T10:36:45
www.foxnews.com,2016-11-09T10:47:04
www.foxnews.com,2016-11-09T10:47:32
www.foxnews.com,2016-11-09T11:00:44
www.foxnews.com,2016-11-09T11:04:27
www.foxnews.com,2016-11-09T11:05:39
www.foxnews.com,2016-11-09T11:18:05
www.foxnews.com,2016-11-09T11:33:48
www.foxnews.com,2016-11-09T11:48:22
www.foxnews.com,2016-11-09T11:53:09
www.foxnews.com,2016-11-09T12:00:45
www.foxnews.com,2016-11-09T12:09:02
www.foxnews.com,2016-11-09T12:22:46
www.foxnews.com,2016-11-09T12:45:54
www.foxnews.com,2016-11-09T12:58:07
www.foxnews.com,2016-11-09T13:00:43
www.foxnews.com,2016-11-09T13:04:39
www.foxnews.com,2016-11-09T13:17:41
www.foxnews.com,2016-11-09T13:31:37
www.foxnews.com,2016-11-09T13:48:07
www.foxnews.com,2016-11-09T14:00:44
www.foxnews.com,2016-11-09T14:01:33
www.foxnews.com,2016-11-09T14:04:32
www.foxnews.com,2016-11-09T14:08:23
www.foxnews.com,2016-11-09T14:23:41
www.foxnews.com,2016-11-09T14:46:25
www.foxnews.com,2016-11-09T14:59:55
www.foxnews.com,2016-11-09T15:00:47
www.foxnews.com,2016-11-09T15:05:29
www.foxnews.com,2016-11-09T15:14:43
www.foxnews.com,2016-11-09T15:36:09
www.foxnews.com,2016-11-09T15:53:25
www.foxnews.com,2016-11-09T16:00:43
www.foxnews.com,2016-11-09T16:04:36
www.foxnews.com,2016-11-09T16:12:52
www.foxnews.com,2016-11-09T16:21:32
